protein name	cluster
MATR3	22
SNRPA	22
SCN3B	23
RNASEK	23
ELOVL5	23
GKN1	23
MMD	23
MFSD3	23
STING1	23
TMEM248	23
CYP4F22	23
SFXN5	23
CYBRD1	23
MCEMP1	23
SEC11C	23
SERINC2	23
OTULINL	23
TMEM41A	23
SLC10A1	23
RHCG	23
HSD17B11	23
MSMO1	23
CNR2	23
SYT2	23
PEMT	23
MFSD14B	23
SLC16A13	23
SLC35E3	23
SLC16A12	23
LAPTM5	23
SHISAL1	23
ORMDL2	23
LRCH4	23
HSD3B1	23
SLC34A2	23
SLC35G2	23
TMEM205	23
TBXA2R	23
TMEM119	23
ELOVL4	23
SEC61G	23
TMEM51	23
ANKS6	23
TM4SF19-DYNLT2B	23
GJA5	23
ELOVL7	23
AQP6	23
SPNS3	23
FAM174A	23
ARV1	23
PTGES	23
ODF4	23
LY6D	23
TM4SF19	23
KCNK1	23
SLC35C2	23
TLCD4	23
JPH1	23
ASZ1	23
VMA21	23
TMEM143	23
PEX11G	23
SFXN2	23
SLC16A7	23
GGT7	23
SLC18A1	23
TMEM35A	23
MMGT1	23
EDA2R	23
TBPL1	24
TEX43	24
SNRPE	24
LSM5	24
LSM7	24
TMEM258	25
POMK	25
CERS2	25
C19orf18	25
IER3IP1	25
AC012254.2	25
RBM24	26
UBA52	26
CDIP1	26
EPN3	26
SUSD6	26
DAZAP2	26
RPS27A	26
AOC1	26
PRR34	26
KRT38	27
KRT37	27
KRT18	27
KRT31	27
P3H3	27
KRT28	27
KRT25	27
SLC25A42	27
KRT16	27
KRT35	27
KRT36	27
KRT73	27
KRT14	27
KRT33B	27
KRT15	27
KRT39	27
KRT77	27
KRT19	27
CAMK2D	28
TTC5	28
DUS1L	28
CAMK2G	28
CAMK2B	28
GAGE12F	29
THG1L	29
RPS21	29
MRI1	29
GAGE12G	29
EXOC3L2	29
PLEKHF2	29
SCYL1	29
CLDN9	30
SIT1	30
ITM2C	30
EXTL1	30
FNDC9	30
RNF115	31
OTUB1	31
PTCD2	31
HOXB2	31
MID2	31
LIMS1	31
ANKRD45	32
COX7C	32
MAGEA2B	32
MAGEA2	32
ACSM1	32
TMEM69	33
CD300E	33
CLDN8	33
TRARG1	33
OR7D4	33
NPFFR2	33
SLC39A1	33
WFS1	33
CNPY3	34
FUT9	34
GOLM1	34
SLC5A4	34
SLCO3A1	34
HPCAL1	35
ZG16B	35
UBB	35
DPEP2NB	35
ASCL1	35
C1QTNF4	35
COL9A2	35
DMKN	35
SRGN	35
SERPINI2	35
NME3	35
F10	35
WFDC12	35
PEX19	35
UBQLN2	35
UBQLN1	35
PRR4	35
PLAAT2	35
LAIR2	35
UBXN1	35
SEZ6L	35
CSN3	35
DESI1	35
CCDC158	35
GAL	35
UBE2V1	35
MAP2K5	36
MAP1LC3B	36
PRKCI	36
SQSTM1	36
ATG4B	36
GABARAP	36
DBF4B	37
FADS2	37
ZNF655	37
TEX28	37
INTS10	37
LRRC29	37
KRCC1	38
ARL6IP4	38
RPS25	38
VCX2	38
SREK1IP1	38
NKAPD1	38
RP9	38
FAM133A	38
NKAPL	38
RTP2	39
NDUFB11	39
SCAMP4	39
TMEM267	39
ABHD6	39
KRT24	40
KRT27	40
KRT13	40
KRT26	40
HAUS1	40
ODAD3	40
PPARGC1A	41
NRIP1	41
ESRRG	41
FAM107A	41
ESRRA	41
IQCC	42
BFSP1	42
CCHCR1	42
ZWINT	42
EXOC4	42
TEX33	42
FAM25A	43
S100A6	43
GPD1	43
IGLL1	43
FAM25G	43
ARMCX3	43
FAM25C	43
COX16	43
KDF1	44
PPIP5K2	44
SSUH2	44
VAX2	44
MLLT10	44
POU6F2	44
KRTAP4-11	45
KRTAP10-11	45
KRTAP10-8	45
LELP1	45
TNP2	45
IL10	45
QPRT	45
ZNF473	45
ZNF491	45
C17orf50	45
ZNF101	45
CCN3	45
ZNF578	45
KRTAP10-5	45
KRTAP2-3	45
KRTAP4-5	45
ALPP	45
PTK7	45
FAM76B	45
TACSTD2	45
KRTAP2-4	45
KRTAP5-2	45
IGSF8	45
KRTAP5-11	45
AURKC	46
RPS26	46
B4GALNT2	46
TBCEL	46
OTX2	46
DYNC1I2	47
DYNLT1	47
DYNLT3	47
OLFM3	47
CCL28	47
CCDC68	47
TULP3	48
ABLIM1	48
HSF2BP	48
TBC1D30	48
NUDT10	48
INSYN2A	48
ROBO3	48
PLB1	48
PSMF1	49
DCTPP1	49
LNX1	49
RUFY4	49
ZNF439	49
CYSLTR2	49
ENOX1	49
KRT72	50
AC084337.2	50
SCT	50
KRT1	50
IFT74	50
TIMM10B	50
KRT6A	50
HGS	50
KRT8	50
KRT81	50
KRT71	50
KRT6C	50
KRT5	50
KRT74	50
KRT2	50
KRT78	50
IRX6	51
KLF4	51
STH	51
WDR25	51
IRX2	51
ASB3	51
C7orf57	51
TLE5	51
HBD	52
HBM	52
HBB	52
HBE1	52
HBA2	52
HBZ	52
HBQ1	52
HBA1	52
CTAG1B	53
LONRF3	53
POLM	53
CTAG1A	53
CAMSAP1	53
RANBP10	53
CCSER1	54
MAPRE3	54
TROAP	54
SPDYE2	54
ZNF653	54
MAPRE2	54
SPDYE2B	54
MAPRE1	54
MARCHF7	54
S100A3	55
S100A2	55
S100Z	55
S100A1	55
S100B	55
S100A10	55
IQCE	56
IQCN	56
C11orf65	56
KCNN1	56
CALM2	56
CALM3	56
IQCG	56
SPATA17	56
CALM1	56
CSRNP2	57
PPP1CA	57
PPP1CC	57
PPP1R2C	57
PPP1R8	57
CSRNP1	57
IFT57	58
RAB4A	58
FAM71C	58
CRYBB1	58
EXOC5	58
HOXA5	59
PBX2	59
MSC	59
PBX1	59
RIPPLY2	59
FRYL	60
PDCD10	60
FAM118B	60
PROSER2	60
STK25	60
SNAP29	61
MTG1	61
STX16	61
STX2	61
STXBP5L	61
PAFAH1B3	62
CT45A10	62
PRM2	62
SDCBP2	62
CT45A3	62
LGALS2	62
HOXA1	63
YIPF3	63
AMMECR1	63
CYHR1	63
ODF1	63
ADAM12	63
RTN4R	63
OIT3	63
CHRD	63
LCE3D	63
GNE	63
LCE3E	63
RGS19	63
SLIT1	63
LGALS13	63
LCE5A	63
LCE1F	63
CRCT1	63
LCE1C	63
KRT82	63
LCE4A	63
FBXO34	63
PRICKLE4	63
VASN	63
HR	63
EGFL7	63
LCE1A	63
NID2	63
PHLDA1	63
LCE3A	63
AL365205.1	63
CD164	63
EBF1	64
MIF4GD	64
ATPAF2	64
LURAP1L	64
POLR2J3	64
LGALS9B	64
RAB6B	65
NRAS	65
DIRAS1	65
RGL3	65
UNC45A	65
RAP1GDS1	65
PLEKHB1	65
RAP2B	65
DIRAS2	65
RRAS2	65
LIN7C	66
LIN7A	66
PALS2	66
LIN7B	66
MPP2	66
EPGN	67
NCR1	67
SLC35E2A	67
ADAM33	67
SLC4A1	67
BEND3	68
GPATCH2	68
ASH2L	68
GTF2I	68
DPY30	68
HTR2C	69
TMUB1	69
TMBIM6	69
PI16	69
KCNC1	69
TNFRSF17	69
GPHB5	69
NKRF	70
STRBP	70
STOX1	70
PRKRA	70
ADARB1	70
ZMAT4	70
TARBP2	70
STAU1	70
ZNF346	70
SAMD7	71
SHARPIN	71
ZNF503	71
INTS11	71
HEY1	71
RERE	71
KRTAP6-2	71
KRTAP7-1	71
KCNE5	72
SMIM19	72
PGRMC1	72
GET3	72
TMX1	72
TCF23	73
COA5	73
TCF4	73
ASAP3	73
NEUROG3	73
SCX	73
C4orf17	74
ABI2	74
INSYN1	74
VARS2	74
FBXL19	74
MOBP	75
HMGB3	75
EIF5A	75
KLF15	75
PDS5A	75
KBTBD7	75
DEF8	75
ILF2	75
SPON1	75
TRIM17	75
RRP8	75
MEOX2	75
FTL	75
ZNF547	75
BUD31	75
RCN3	75
CDC34	75
IQGAP1	75
CXCL5	75
NDUFB2	75
LY6G6D	75
ZBED8	75
ZNF69	75
PAX7	76
GLIS3	76
CIB1	76
SCAF1	76
LSS	76
PRR23B	77
BEND5	77
CDKN2AIPNL	77
HPRT1	77
KCTD10	77
AKIRIN2	77
CDK2AP1	77
NADSYN1	77
LSM14B	77
NTAQ1	77
SPANXB1	77
RD3	77
KCTD13	77
CUTC	77
BCL2L1	78
SLC39A6	78
BAD	78
BCL2L2	78
BNIP5	78
FEM1A	79
NMI	79
BRAT1	79
MYOM3	79
HDDC3	79
BANP	80
RHNO1	80
SP3	80
HEYL	80
RHOQ	80
PANX2	80
CLK2	81
RSRP1	81
GTPBP2	81
ECE1	81
SNRNP70	81
CLASRP	81
ZNF136	81
ZNF496	82
ZSCAN30	82
ZSCAN32	82
ZNF396	82
ZSCAN9	82
ZNF446	82
PRR20B	83
PRR20D	83
RBM42	83
PRR20A	83
FOXP3	83
ANKHD1	83
ZNF683	83
PRR20E	83
ZNF34	83
CELF4	83
RBM23	83
NOTCH3	83
ESRP1	83
MBNL3	83
TBX3	83
ZCCHC14	83
PRR20C	83
TPRX1	83
C8orf34	84
PRKAR2A	84
SPA17	84
AKAP7	84
AKAP14	84
RALY	85
RALYL	85
HNRNPCL2	85
HNRNPC	85
TIGD3	85
HNRNPCL1	85
TRIM41	86
ZNF121	86
EZHIP	86
ZNF670	86
ZNF251	86
ZNF460	86
CSNK2A2	86
NDEL1	87
ZNF12	87
ZNF844	87
ZNF599	87
ZNF662	87
CMTM5	88
RDH10	88
REEP5	88
RHEX	88
CMTM6	88
DDA1	88
SCAMP1	88
GAD1	88
P2RX4	89
NBPF19	89
SPATA24	89
RTN4RL1	89
NOTCH2NLA	89
ZNF672	89
OLFM2	89
LINGO1	89
TMEM150A	89
SUMO1	90
C18orf25	90
RNF4	90
CCL2	90
ZFP42	90
TNFRSF10B	91
ZG16	91
SMIM11A	91
SMIM11B	91
WFDC5	91
NUCB2	91
ASPH	91
FDCSP	91
SOD3	91
HAND1	92
TWIST2	92
ID1	92
TCF3	92
TCF12	92
FERD3L	92
ASCL3	92
AKAP17A	93
CBSL	93
CBS	93
UBE2I	93
ZMYM5	93
DMC1	93
UBE2D4	94
UBE2D1	94
RNF11	94
PGPEP1	94
UBE2E3	94
CUEDC1	94
ZNRF1	94
UBE2D2	94
UBE2D3	94
UBE2E2	94
CHFR	94
CRYAA2	95
RAB39A	95
GORASP2	95
CRYAB	95
CRYAA	95
GRAP2	96
TYRO3	96
GAB2	96
GRB2	96
GAREM1	96
LAMB1	97
GPR152	97
CLN5	97
C8A	97
KCNN4	97
GPR108	98
EOGT	98
SLC14A2	98
NCAPH2	98
PANX1	98
TMEM106A	98
SLC26A6	98
APOC3	98
LOC102724488	98
PLEKHO1	98
FAM209A	98
FAM20B	98
VSIR	98
SLC14A1	98
EDA	98
TMEM154	98
PAGE1	98
RMDN3	98
SYT1	98
TMEM52B	98
ATP6V0E1	98
GHITM	98
HACD2	98
TSPAN7	98
SYT15	98
CLEC14A	98
FRMD3	98
TMEM45B	98
SLC13A3	98
LEUTX	98
CLEC10A	98
TMEM236	98
LRRC59	98
JSRP1	98
NCR3LG1	98
RELL2	98
C2	98
ICAM3	98
GJB5	98
TBC1D20	99
TMEM255B	99
TIMM22	99
SFXN3	99
RHD	99
HEXB	99
SLC35F1	99
MMD2	99
TMEM14B	99
CNIH2	99
SLC19A3	99
SQLE	99
SLC35G1	99
ARL8B	99
TMEM88	99
RHOT2	99
SLC16A10	99
MFSD12	99
MGAM	99
