protein name	cluster
PLEKHO1	44
RMDN3	44
TMEM45B	44
SYT1	44
APOC3	44
GJB5	44
ATP6V0E1	44
TMEM236	44
KRT38	45
KRT18	45
KRT31	45
KRT28	45
KRT25	45
P3H3	45
KRT16	45
KRT36	45
KRT73	45
KRT14	45
KRT39	45
KRT15	45
KRT77	45
KRT19	45
TSN	46
ANKRD28	46
ZZZ3	46
AEBP2	46
PICK1	46
ARMCX1	46
PTRH1	46
FAM219B	46
SSNA1	46
PAX7	47
GLIS3	47
CIB1	47
SCAF1	47
LSS	47
EBF1	48
ATPAF2	48
LURAP1L	48
POLR2J3	48
LGALS9B	48
KRTAP4-11	49
KRTAP10-11	49
KRTAP10-8	49
LELP1	49
SLC13A5	49
IL10	49
QPRT	49
ZNF473	49
ZNF491	49
C17orf50	49
ZNF101	49
KRTAP10-5	49
FUCA2	49
KRTAP2-3	49
ALPP	49
PTK7	49
FAM76B	49
TACSTD2	49
KRTAP2-4	49
KRTAP4-1	49
IGSF8	49
KRTAP5-11	49
LAMB1	50
DEFB108B	50
GPR152	50
CLN5	50
C8A	50
KCNN4	50
SPANXN2	51
ZNF84	51
NOL12	51
ZNF2	51
CDC14B	51
CLK2	52
RSRP1	52
GTPBP2	52
ECE1	52
SNRNP70	52
CLASRP	52
ZNF136	52
CRYAA2	53
RAB39A	53
GORASP2	53
CRYAB	53
CRYAA	53
HOXA1	54
YIPF3	54
AMMECR1	54
CYHR1	54
LCE1B	54
ADAM12	54
RTN4R	54
OIT3	54
SPRY4	54
LCE3D	54
GNE	54
LCE1D	54
LCE3E	54
RGS19	54
SLIT1	54
LGALS13	54
BUD31	54
LCE5A	54
LCE1F	54
CRCT1	54
LCE1C	54
KRT82	54
LCE1E	54
LCE4A	54
FBXO34	54
PRICKLE4	54
VASN	54
LCE3C	54
HR	54
EGFL7	54
LCE1A	54
NID2	54
PHLDA1	54
LCE3A	54
AL365205.1	54
CD164	54
