protein name	cluster
GOLGA2	8
CCDC172	8
OTX1	8
HNRNPH1	8
C8orf34	8
NPDC1	8
USH1G	8
NECTIN2	8
RSPO2	8
TEKT3	8
RBPMS	8
MRPL23	8
VPS28	8
FAM166B	8
DES	8
ZNF275	8
C9orf24	8
TPRX1	8
WWOX	8
NOTCH3	8
ZNF155	8
TTC23	8
KRTAP2-3	8
MYH7B	8
RNF169	8
ZNF699	8
PSTPIP1	8
PDCD6	8
NDEL1	8
ZNF420	8
STRA6	8
HNF1B	8
CAGE1	8
PPP1R12C	8
CDR2	8
BRME1	8
SPRY1	8
ZNF578	8
JAKMIP1	8
U2AF1L5	8
CSF1	8
KLF4	8
KRTAP19-7	8
BOLL	8
NKD1	8
CTNNBIP1	8
TLX3	8
SPAG5	8
PNMA1	8
TNIP1	8
LCE2C	8
ZNF343	8
SOX13	8
NDUFAB1	8
CREB5	8
SLC5A5	8
PRR30	8
GLIS3	8
PLSCR2	8
SPAG8	8
HSPBP1	8
SOX14	8
MELTF	8
USP21	8
KPNA3	8
ZNF264	8
FAM168B	8
RORB	8
RFX2	8
RUSC1	8
C1orf94	8
PDIA4	8
TRAPPC14	8
PDGFRB	8
ANKRD10	8
SLC3A2	8
EVI5L	8
CCDC197	8
SLC9A3R2	8
TYRO3	8
CADPS	8
RPS19BP1	8
ADD1	8
MT1B	8
AXIN2	8
CATSPER1	8
GATA3	8
ESRP1	8
PADI6	8
PITX2	8
MYPOP	8
ZNF80	8
MBNL3	8
ARMC5	8
DTNBP1	8
KRTAP15-1	8
C10orf55	8
PICALM	8
PRR34	8
KRTAP10-7	8
SLC22A18AS	8
PPP1R13B	8
BCL6	8
GINS4	8
SEMA4C	8
ZNF559	8
CNNM3	8
USHBP1	8
KRT39	8
SUV39H1	8
RASAL3	8
C20orf85	8
MACO1	8
OIP5	8
MAPK9	8
FZD10	8
BCL6B	8
LCE2A	8
KRT26	8
CERCAM	8
GDF15	8
PRR20E	8
KHDRBS3	8
PTH1R	8
POU4F3	8
SMCP	8
LMX1B	8
HAUS1	8
ATF7IP2	8
FAM76B	8
AL807752.7	8
HOXC9	8
C2orf68	8
RBMX	8
ASPSCR1	8
ZNF613	8
CDC45	8
NDUFAF3	8
ZNF165	8
KRTAP5-1	8
NOXA1	8
DRICH1	8
VMAC	8
C8orf48	8
KRTAP12-1	8
ZNF408	8
KRTAP10-8	8
KIFAP3	8
FOXD4	8
ZNF524	8
MKRN3	8
INPP5D	8
TSPYL1	8
SRSF8	8
PCDHB14	8
ZNF668	8
GINS3	8
KRTAP5-6	8
ATXN7L2	8
KRTAP21-2	8
KLHDC7B	8
DAGLB	8
TFPT	8
POU4F2	8
MFSD13A	8
ZNF580	8
SPECC1L	8
FOSL1	8
TRIM41	8
SNX33	8
TOLLIP	8
CBLL2	8
CLPP	8
PLEKHA7	8
NUP62	8
CLK1	8
SNRNP70	8
IGFBP6	8
CLIC3	8
AQP1	8
BMP7	8
P2RX7	8
DNAL4	8
MRGBP	8
PLSCR4	8
USP22	8
SS18L1	8
ABLIM3	8
ZNF57	8
RECK	8
MPPED2	8
ZNF835	8
HOXC8	8
ZDHHC1	8
SLC25A42	8
RIMBP3C	8
CEP57	8
DUSP10	8
WBP2	8
METTL27	8
GIGYF1	8
APOL6	8
VAC14	8
KRTAP7-1	8
KRTAP4-5	8
KRTAP10-9	8
HEXIM2	8
MIIP	8
ZNF777	8
CTDSP1	8
NTM	8
ATP5F1D	8
KRTAP4-4	8
SSC4D	8
CEP76	8
EFEMP1	8
VEZF1	8
RNF208	8
PEF1	8
CDC14B	8
C17orf50	8
A1CF	8
VPS37B	8
CD164	8
LURAP1	8
TACSTD2	8
KRT25	8
ESS2	8
FNTB	8
HNRNPF	8
CLIP3	8
NFATC2IP	8
ZNF786	8
PTGDS	8
ZNF23	8
ZNF497	8
KRTAP23-1	8
PKN3	8
SDC3	8
COG3	8
ODAD3	8
ZNF319	8
KRTAP5-2	8
LMNB2	8
GGA1	8
HYI	8
PPP2CA	8
ARHGEF16	8
PRR5-ARHGAP8	8
TBX6	8
CNFN	8
KRTAP19-1	8
SNX18	8
TENM4	8
CSNK1G3	8
CARHSP1	8
ZNF473	8
SPRED1	8
KRT13	8
ALPP	8
PLSCR3	8
FBLN1	8
DCDC2	8
DOCK2	8
EMC7	8
ADAMTSL4	8
ATXN1L	8
MED4	8
SOX10	8
ECM1	8
STX11	8
GRN	8
KRT19	8
KRT34	8
LCE3C	8
ZNF101	8
CALCOCO2	8
RBM17	8
B4GALT7	8
MORN3	8
KRTAP3-1	8
KRTAP4-2	8
JUNB	8
CLCNKA	8
DUSP21	8
NEDD9	8
RTN4R	8
CLASRP	8
KRT86	8
EIF4ENIF1	8
ATP23	8
LGALS13	8
NUBP2	8
MT1M	8
PNMA3	8
CLK4	8
KRTAP6-1	8
HESX1	8
RNF144B	8
C5orf49	8
SOHLH1	8
JMY	8
ZNF526	8
NR4A3	8
KRTAP19-5	8
HAP1	8
HEY2	8
VWC2	8
KRT16	8
RTN4RL1	8
SMAP1	8
TGM1	8
U2AF2	8
PTK7	8
ZNF784	8
ZNF479	8
SKA1	8
MSS51	8
C21orf58	8
FUCA2	8
POU1F1	8
OTOS	8
INTS11	8
ZNF648	8
KRTAP4-12	8
TRAF1	8
OLFM2	8
PSMB2	8
VPS37C	8
TASOR2	8
KRTAP13-2	8
AKAP9	8
UBAP2	8
TSFM	8
LPXN	8
DUSP13	8
ADRA2C	8
GPRASP2	8
NR1H3	8
PLEKHN1	8
RBFOX1	8
EPDR1	8
BATF2	8
TACC3	8
SLC6A20	8
CBX2	8
HSF2BP	8
QPRT	8
PDE9A	8
ZNF12	8
CCNDBP1	8
RNF39	8
NR1D2	8
GATA5	8
LCE2D	8
LCE1E	8
KRT83	8
SLC25A48	8
IGSF8	8
ZNF844	8
CHCHD3	8
ZNF557	8
TIE1	8
ZIM2	8
PRR20A	8
RBM10	8
NSD1	8
PHLDA1	8
HSPA12B	8
RFX6	8
DHX15	8
HR	8
KRTAP19-3	8
KRTAP13-4	8
NEK8	8
CATIP	8
NHLRC4	8
GOLGA6L9	8
AVPI1	8
VHLL	8
APOBEC1	8
VSTM4	8
RBMY1J	8
RHBG	8
KRT73	8
PPP1R16A	8
TMSB4X	8
SELENOM	8
SRSF3	8
IGFL2	8
INSC	8
NPBWR2	8
ZNF491	8
HNRNPM	8
ZNF77	8
KRT15	8
C11orf87	8
UBXN11	8
P2RX4	8
PKD2	8
ARID5A	8
ZNF547	8
BAG3	8
GLRX3	8
RBM48	8
SMYD3	8
CBX3	8
OXER1	8
ZNF135	8
TEX45	8
FADS2	8
KLC1	8
BARD1	8
FBXW5	8
ZBTB9	8
ZNF552	8
THAP7	8
KRTAP3-2	8
SPATA8	8
ITIH6	8
LINGO1	8
RAB4B-EGLN2	8
LGALS8	8
P2RY6	8
CRCT1	8
C3	8
ZMAT1	8
KRTAP3-3	8
U2AF1	8
HOXB9	8
GNG13	8
MRPL38	8
TSPYL4	8
CNTF	8
CYGB	8
ATXN7L1	8
NECTIN3	8
ZNF572	8
INSYN1	8
AKAP8L	8
FOXI1	8
AL365205.1	8
ZNF221	8
CCDC136	8
TRIM42	8
FANCL	8
MLLT6	8
SH3GLB2	8
C2orf42	8
SLC16A5	8
TP53BP1	8
EXOSC8	8
FOXH1	8
SPRYD7	8
DTX2	8
PHC2	8
SAPCD2	8
RERE	8
ATP5PO	8
ZNF286A	8
BICRAL	8
EVI5	8
RGS17	8
IPCEF1	8
JMJD7	8
DMRT3	8
PTCD2	8
CARD10	8
SNAPIN	8
SLIT1	8
SETD5	8
RBMY1E	8
TBC1D3B	8
LCE1D	8
CPSF6	8
HNRNPH2	8
UXT	8
KCTD15	8
CCNL2	8
ZNF460	8
CDC20B	8
TRIM23	8
ZNF696	8
TOX	8
PRKAB2	8
C19orf54	8
KRTAP19-6	8
WWP2	8
RXRG	8
OLIG3	8
NUP93	8
CNKSR1	8
CCNK	8
SMN1	8
RALBP1	8
RBM14	8
POU2AF1	8
TEDC2	8
FSD2	8
KRTAP1-1	8
ANAPC11	8
PROP1	8
FOS	8
CYSRT1	8
TSPAN4	8
HOMER3	8
PRKAG1	8
CCDC17	8
KRTAP5-4	8
ZNF136	8
HSFY2	8
GATAD2A	8
CLP1	8
ITGB4	8
TRIP13	8
NFIL3	8
MAGEA8	8
RARA	8
DDAH2	8
KRTAP5-9	8
CLK2	8
WDR83	8
ZNF765	8
TEKT4	8
CBX1	8
RAMP3	8
ABHD15	8
PTCD1	8
ZMAT5	8
ZNF3	8
DCDC2B	8
ZNF439	8
KRTAP19-2	8
LELP1	8
KRTAP12-4	8
ZNF239	8
BCCIP	8
LRRC29	8
SSX2IP	8
GUCD1	8
HSBP1	8
DZIP3	8
HIP1R	8
NDOR1	8
GSTP1	8
KRT27	8
SNRPC	8
LCE3D	8
HSD3B7	8
FAM110B	8
MED11	8
ZNF564	8
TRIP6	8
FCRL5	8
BCAM	8
DOK6	8
CRH	8
FOXD2	8
ZNF385C	8
FOXC2	8
CCDC24	8
SHC3	8
ZNF768	8
NUDT22	8
CREM	8
ZNF366	8
NKX2-5	8
CDPF1	8
C11orf1	8
RALGDS	8
CCER1	8
SYNGAP1	8
HIVEP1	8
AJUBA	8
APOBEC3C	8
YIPF3	8
PRMT7	8
SULT2B1	8
EFEMP2	8
ZNHIT2	8
JUP	8
PLAAT5	8
ZNF490	8
UTP23	8
TEX12	8
LMNTD2	8
CBY2	8
YTHDF1	8
YTHDC1	8
ZBTB39	8
ZNF317	8
RHNO1	8
ZNF330	8
NOTCH2NLA	8
CWC25	8
ANKS1B	8
CELA2B	8
ZNF792	8
FHL3	8
PPP3CA	8
CPSF7	8
RGS19	8
SPRY2	8
ADAMTSL5	8
CIB4	8
PPP1R37	8
TNS2	8
IRX2	8
TNK2	8
C11orf16	8
SMARCC1	8
ZNF672	8
WASHC1	8
ZNF124	8
SPATA46	8
EXOC4	8
KRTAP9-8	8
CHRNG	8
GGACT	8
KRTAP13-1	8
KRT28	8
CRYBA1	8
DHX57	8
SYCE3	8
ANKS1A	8
CEACAM6	8
WAC	8
TSC1	8
MOBP	8
KRTAP13-3	8
ZNF266	8
PRPH	8
ZNF503	8
RBMY1F	8
FBLN2	8
MIEN1	8
VGLL3	8
HSPB8	8
DGCR6	8
KIF24	8
TRIM27	8
RINT1	8
OIT3	8
SLC39A7	8
PCBP1	8
PITX1	8
TFIP11	8
ASB15	8
PPP1R16B	8
AC005324.3	8
HDHD3	8
KRT40	8
FOXD4L1	8
DDIT3	8
MB21D2	8
KPRP	8
SMR3A	8
GPANK1	8
MAPK8IP3	8
ZFHX2	8
GNE	8
ATN1	8
HLCS	8
R3HDM2	8
LZTS2	8
SAMD11	8
ACTN2	8
ZNF707	8
PTPN21	8
COG2	8
PRR32	8
VWC2L	8
ANKHD1	8
NADSYN1	8
KRT32	8
TOX2	8
CELF5	8
LCE3B	8
HEY1	8
MGAT5B	8
USP15	8
FCHO1	8
KCNS2	8
CEP55	8
ADAM12	8
PDLIM7	8
SPATA12	8
GMNN	8
PLAGL2	8
KRTAP17-1	8
PCMT1	8
BFSP1	8
TRIM38	8
TBX15	8
ZFC3H1	8
LCOR	8
ZNF599	8
GGN	8
BEGAIN	8
PATZ1	8
RNF146	8
LCE2B	8
RHOXF2	8
PRAM1	8
GEMIN4	8
RSRP1	8
BPIFA1	8
ZBTB48	8
CEP63	8
KRTAP9-2	8
MXD3	8
CYTH1	8
CST9L	8
DLGAP4	8
WNT11	8
TEKT5	8
TNP2	8
TRIB3	8
C7orf57	8
MRPL40	8
FH	8
CSKMT	8
RBM23	8
EGFL7	8
GALT	8
P4HB	8
SMYD1	8
ZNF34	8
FOXP3	8
POGZ	8
RAB4A	8
KRTAP6-2	8
CAMK2A	8
ZC4H2	8
RNF38	8
KRT14	8
KRT38	8
ZNF251	8
UHMK1	8
TBX19	8
MSRB1	8
RNF111	8
LDOC1	8
KLHL38	8
NTN4	8
EZHIP	8
EIF2S1	8
KLF1	8
ATG9A	8
LENG8	8
LARP4B	8
SMN2	8
SEC24A	8
VENTX	8
ZNF32	8
PNMA2	8
SUFU	8
ARL4A	8
WDR25	8
RUNX1	8
FADS6	8
TCF19	8
FAM102A	8
CD300LG	8
POTEB3	8
METTL15	8
FEZF1	8
ZNF79	8
KRTAP10-5	8
NR1H2	8
RARG	8
KRTAP11-1	8
FKBP1B	8
ZNF230	8
FTHL17	8
TFAP2D	8
POP5	8
TSEN15	8
SHOX	8
RBM11	8
QKI	8
IQUB	8
BHLHE40	8
ZNF223	8
PLA2G10	8
PRR20B	8
MBLAC1	8
RAMAC	8
SMAP2	8
KRT82	8
BBS4	8
OPCML	8
PFDN5	8
FST	8
KRTAP5-11	8
SBK3	8
RNF44	8
MIPOL1	8
HOOK2	8
COA5	8
PPP1R32	8
KRT33B	8
ZBTB7B	8
LYSMD1	8
KRTAP10-1	8
LCE3E	8
KHDC1	8
SLAIN1	8
PRR19	8
CEP83	8
KLF3	8
BAHD1	8
ZMYM6	8
PAX3	8
ZSCAN5B	8
CA8	8
LCE1F	8
UNC5CL	8
IFT88	8
USP54	8
SLC13A5	8
RBM47	8
AASDHPPT	8
RASD1	8
STK16	8
SPRY4	8
TBX22	8
DCTN3	8
KPNA4	8
FCHSD2	8
POLD1	8
RBCK1	8
CHRD	8
YPEL5	8
SLC12A4	8
KRTAP12-3	8
FUBP1	8
NRBF2	8
CTSZ	8
ZNHIT1	8
NBPF19	8
ESR2	8
IPO13	8
LCE4A	8
COL8A1	8
LCE3A	8
CCDC22	8
FAM81A	8
MATR3	8
PRR3	8
TRIM29	8
HNRNPUL1	8
COMP	8
KRTAP10-6	8
CDR2L	8
CCDC88B	8
KRTAP4-1	8
CABP5	8
ZNF679	8
AIMP2	8
TULP3	8
CASS4	8
PRDM6	8
KRT36	8
PRF1	8
TRA2B	8
KRTAP22-1	8
TIAL1	8
POF1B	8
C10orf62	8
FMR1	8
GATA2	8
GPRIN2	8
HYAL2	8
DUSP4	8
UPRT	8
TENT5A	8
DHRS1	8
SLC15A2	8
LIMS3	8
TLE3	8
PTPN3	8
YY1	8
MXI1	8
PSPC1	8
PGAP6	8
RANBP3	8
HSFY1	8
RBP3	8
CDCA4	8
SEMA3B	8
CRYBA2	8
CD2BP2	8
CYP21A2	8
ADAM15	8
CNOT2	8
KRTAP1-5	8
ABHD11	8
SAMD7	8
KRTAP26-1	8
TFG	8
PRDX5	8
BAG4	8
FASLG	8
SLU7	8
MYOZ3	8
ANXA11	8
GLIS2	8
ODF1	8
IGBP1	8
CAB39	8
HOXD12	8
TRIM69	8
ZCCHC14	8
SPTA1	8
TAPBPL	8
MID2	8
CCDC120	8
KLHL8	8
ZNF664	8
LASP1	8
GSE1	8
APPL1	8
NFKBID	8
MAPK1IP1L	8
KRTAP5-3	8
SPATA3	8
KRTAP9-3	8
FBXO34	8
DOK3	8
GPSM1	8
PM20D2	8
MAPKBP1	8
CXCL5	8
CERK	8
MYCL	8
CTRC	8
ZNF587	8
NUTM2F	8
KRTAP12-2	8
CYTH2	8
ETFDH	8
KCTD9	8
ACTN1	8
LCE1B	8
ZNF629	8
NAF1	8
PLEKHG4	8
MDFI	8
FAM107A	8
RBM4B	8
ACTN3	8
PRR22	8
BANF2	8
ZNF121	8
GCM2	8
KHDC4	8
MRPL15	8
ZBTB1	8
KCTD7	8
FOXD4L3	8
SIVA1	8
PLB1	8
ZSCAN26	8
TAB2	8
TENT2	8
RBM22	8
KRT24	8
KIAA0753	8
DALRD3	8
LRP2BP	8
CCDC28A-AS1	8
CFAP58	8
BLOC1S2	8
ACY3	8
BATF3	8
CCDC102B	8
ZNF440	8
HLX	8
RAB4B	8
AEN	8
KRTAP5-7	8
ZNF48	8
MTA1	8
MTUS2	8
ECE1	8
ZNF500	8
CBFA2T3	8
VGLL1	8
KRTAP10-11	8
ITGB5	8
FAM222B	8
NPPB	8
RXRB	8
BACH2	8
PPFIA3	8
PCM1	8
ZNF628	8
CAMSAP3	8
INS	8
ZNF764	8
DZIP1L	8
STH	8
TEX13A	8
MYEF2	8
LRRC41	8
SRSF11	8
IRX6	8
ZNF843	8
HCK	8
RAB26	8
HHEX	8
SHFL	8
SLC7A11	8
LRRN4	8
FAM221B	8
JOSD1	8
KRTAP5-8	8
CELF4	8
DEUP1	8
MIF4GD	8
BRK1	8
C22orf39	8
MSX2	8
ZWINT	8
SERF2	8
CCN3	8
SH3RF2	8
ADAMTSL3	8
ZNF683	8
LGALS9C	8
ZNF669	8
KRT76	8
EIF4G1	8
FKBP6	8
RBM42	8
CES1	8
KRTAP4-11	8
PPTC7	8
ATF2	8
TEX37	8
BAG5	8
ARHGAP9	8
RANBP3L	8
ASB13	8
PSMB4	8
IQCB1	8
SLC15A3	8
KRTAP8-1	8
ESM1	8
LCE1A	8
ZNF414	8
TEX28	8
NID2	8
KRT77	8
SMUG1	8
PLAC8	8
ZNF581	8
SMOC1	8
MYLIP	8
RAB3IL1	8
NAA80	8
KLHL20	8
NEU4	8
C3orf62	8
ZNF250	8
HSF4	8
PKNOX1	8
RIPPLY2	8
SPPL2C	8
LIMS1	8
GCA	8
CDX2	8
PRDM14	8
RBM3	8
DBF4B	8
SH3GL1	8
FOSB	8
HAPLN2	8
SLC43A2	8
INIP	8
TTC7B	8
ODF3B	8
AHCYL1	8
RHPN1	8
CHIC2	8
F10	8
KRTAP1-3	8
DEFB112	8
NMU	8
LRFN4	8
SLC22A5	8
PHAF1	8
GPS2	8
KRT35	8
RGS20	8
HOXD3	8
SLC23A1	8
GATA1	8
ARHGAP8	8
SAXO1	8
TCAP	8
LAMTOR3	8
MAGED1	8
ELK3	8
ARSA	8
RUNDC3A	8
PRR13	8
SNIP1	8
TMEM150A	8
ZKSCAN8	8
CARD9	8
GGA3	8
PTBP2	8
KRTAP6-3	8
DMRTB1	8
GIPC2	8
CEP68	8
DYDC1	8
RBPMS2	8
CCDC57	8
HSPB2-C11orf52	8
MYOM1	8
MEIS3	8
ZCCHC7	8
SLC25A18	8
CRY2	8
LCE5A	8
KLHL26	8
CLEC18A	8
HNRNPK	8
DCANP1	8
GTPBP2	8
PLA2G6	8
IKZF3	8
KRT20	8
GTF2A1	8
PRICKLE4	8
UFSP1	8
TGFB1	8
VCL	8
SPRY3	8
RSPO4	8
LCA5L	8
PTTG2	8
CHCHD2	8
TP53BP2	8
FRS3	8
LIMS4	8
SHARPIN	8
ZNF71	8
LGALS4	8
SOCS7	8
FAM83A	8
SPG7	8
INSYN2A	8
TCF7L2	8
BLOC1S6	8
PIGS	8
TH	8
ZBTB5	8
TYK2	8
MBD3L2	8
LDB1	8
ZNF837	8
RBMY1A1	8
PRR20D	8
ETNK2	8
TBX3	8
CFP	8
PTPMT1	8
PBXIP1	8
BEND2	8
FAM221A	8
CST2	8
KRT18	8
PRM2	8
KRT37	8
VASN	8
GLP1R	8
CYTH4	8
TLE5	8
KRTAP2-4	8
EYA2	8
ALDH16A1	8
RBFOX2	8
FHL5	8
C19orf44	8
SNRPA	8
NUDT16L1	8
SPATA24	8
TRAPPC6A	8
KRT85	8
CCDC125	8
GLYCTK	8
CHRDL2	8
ZNF775	8
KHDRBS2	8
UBTD2	8
ZNF575	8
SP4	8
C7orf31	8
SPRED2	8
TINAGL1	8
CLK3	8
SF3B4	8
KRT31	8
EXOC7	8
HMG20A	8
ORC2	9
CENPS-CORT	9
CTNNA3	9
CENPS	9
RIPPLY3	9
SPATS1	9
ZNF662	9
EID2B	9
CCNH	10
SH3GL3	10
M6PR	10
SNX10	10
MEST	10
C6orf47	10
ARL6IP1	10
DUSP12	10
REEP6	10
RABAC1	10
SNX8	10
MAP1LC3B	11
NEDD4	11
MAP2K5	11
MAP1LC3A	11
GABARAPL1	11
GABARAPL2	11
BSDC1	11
MAP1LC3C	11
TBC1D5	11
GABARAP	11
STRN3	11
CHIA	11
TP53INP1	11
SQSTM1	11
SCYL3	11
ATG4B	11
GIMAP6	11
TRAPPC3	12
TRAPPC5	12
LRRC7	12
TRAPPC2B	12
TRAPPC2	12
EPS15L1	12
CALM3	13
ZNF280A	13
TBC1D1	13
PDE4C	13
CALM2	13
IQCG	13
C11orf65	13
CALM1	13
IQCN	13
NSMF	13
IQCE	13
SPATA17	13
CAMTA2	13
CETN3	13
POC5	13
KCNN1	13
ABLIM1	14
NBPF6	14
DAPL1	14
PIP4K2B	14
GTF2F2	14
CAND2	14
EDC3	14
KLF12	14
CCDC92	14
FHL2	14
ZNF85	14
ZNF131	14
GLYR1	14
IFI35	14
FAM204A	14
MZT1	15
CCDC112	15
SAAL1	15
MMADHC	15
CINP	15
PRRX1	15
TRIM72	15
GTF2E2	16
SIK1B	16
SNX4	16
GTF2H1	16
TIMM10	16
SNX7	16
TBC1D21	16
GTF2E1	16
ALS2CL	17
ACAP1	17
NEUROD4	17
UQCRB	17
EEF1AKMT3	17
MAGEB4	17
CDK17	18
TENT5D	18
BEND3	18
ZFYVE19	18
GTF2I	18
UBXN2A	18
KLC3	18
DPY30	18
GPATCH2	18
CDKN2B	18
ASH2L	18
CHMP1A	18
VPS4B	18
UBXN6	18
PKP1	18
BICDL2	18
PXN	18
DYDC2	18
MITD1	18
ICA1L	18
LMNA	19
TNFAIP8	19
ZNF8	19
CYTIP	19
MCRS1	19
PELI1	19
AGGF1	19
PLEKHF1	19
CAVIN2	19
TP63	19
OGT	20
ZNF212	20
SCAI	20
ITPKB	20
GLI1	20
FOXP2	20
IL36RN	20
ZMIZ2	20
BRD8	20
